filesize,extflag,entropy,malicious
164993,1,5.593155298452717,1
237568,1,6.984631610823006,1
55808,1,6.337961176712896,0
60928,1,7.42161732644689,1
123904,1,5.184987387880597,1
266240,1,5.421088396484332,1
80896,0,6.405257079683596,0
18448,1,6.05700793779231,0
73728,0,5.979290557198226,0
122880,1,5.325772178647854,1
380928,1,6.595787593819697,0
104448,1,5.579115844597815,1
123720,1,5.999726374684273,0
35188,1,6.332725550604191,1
34208,1,5.3405305170475605,0
2048,1,3.726524567854685,0
257024,1,6.6619421983966784,0
113152,1,7.665998803915865,1
101376,1,5.717952526773238,1
90112,1,5.800684153384933,1
22016,1,6.181975806966114,1
139264,1,7.127914359541669,1
3725648,1,7.998846284622231,0
92672,1,7.63550572215014,1
8192,0,0.950306496246382,0
99896,1,5.277293019133243,0
43832,1,6.663396170805547,0
270848,1,7.149541850437295,1
93184,1,7.617859095963936,1
483840,1,7.829421164344922,1
40960,1,6.345773789800069,1
139264,1,6.258001580716943,1
649728,1,6.557593999513919,1
269272,1,6.610108650381743,0
138240,1,7.697360385190038,1
104448,1,5.579098302824228,1
335360,1,6.175014348500609,0
107008,1,5.971325408991338,1
460800,1,7.318897665547647,1
23040,1,7.56440693443826,1
269824,1,7.904972315694692,1
121856,1,7.503084510234295,1
90112,1,6.479892305895597,1
129024,1,7.461756770067995,1
498176,1,6.144838302778538,0
58168,1,6.799719805224159,0
309760,1,6.2821548209196365,0
4122624,1,3.835021780116045,0
54840,1,4.927330626498177,0
28770,1,4.180956373522837,0
17920,1,5.803772909283879,1
690512,1,6.483597758715307,0
66576,1,6.392865058906168,1
181248,1,6.668565129331504,0
140840,1,6.870217609143304,1
20744,1,5.1847973239768175,0
10752,1,5.13472878275308,0
92672,1,7.654092409437381,1
153088,1,6.233752079314513,0
569856,1,6.342261249165524,1
41472,1,7.87297764537454,1
13896,1,6.118524265346126,0
95232,1,7.605933180867376,1
226320,1,6.375564043050565,0
68096,1,5.709981183194354,0
462848,1,5.632041543773485,0
399810,1,7.59620680573077,1
197136,1,6.029139538007756,0
140800,1,7.328306705681493,1
530960,1,6.785851179814013,0
226304,1,6.681344962375219,1
460288,1,7.634899146774432,1
110712,1,6.221025160130749,0
125952,1,5.311200430097901,1
103424,1,5.2315951491997845,1
15944,1,5.614803575917709,0
221263,1,6.238028959618885,0
8192,1,3.666294294332596,0
1266840,1,6.041574080454389,0
218112,1,7.177209551230221,1
105472,1,6.385404757281767,1
103424,1,5.678269274499214,1
1411816,1,6.355301261752246,0
28672,1,6.2263610648023135,0
94208,1,7.634123339525666,1
308560,1,6.37086334243181,0
71168,1,6.858845807458763,1
35176,1,6.134198082322667,0
100352,1,6.988739345561986,0
103424,1,7.412058893099197,1
1234120,1,7.970627713188211,0
52736,1,5.941587435075055,0
389632,1,7.847897843249121,1
25088,1,6.158367078350821,0
464928,1,6.43388094718056,0
672336,1,4.2301731392478565,0
651264,1,7.9923136301932285,1
249856,1,6.190917460947716,0
26624,1,5.695743651013653,1
12416,1,3.276904987235079,1
137728,1,7.1315355682159245,1
15861024,1,6.493249675201941,0
392048,1,6.26976659821906,0
174968,1,3.680218215730541,0
113664,1,5.450043125983061,1
258048,1,7.904613305459263,1
53792,1,5.248893770628326,0
1419776,1,5.807130146628633,0
2463048,1,5.276448082782613,0
239520,0,6.0936441536652,0
324608,1,7.8226105002826465,1
31744,1,5.92550016223601,0
93184,1,6.630110894652714,1
81920,1,6.195624736035124,0
1536,1,3.3530990257730635,0
105984,1,5.6233428850940745,1
55168,1,6.2401625486456505,0
275280,1,5.720413635789583,0
151552,1,7.656643803168286,1
227136,1,5.225363651129119,0
24656,1,6.426910123959819,0
463504,1,5.9508728593054885,0
15432,1,5.599452089364033,0
70176,1,4.8734097217140055,0
423424,1,7.561259380345156,1
24576,1,5.612095324588553,1
34304,1,5.653983417170258,1
94720,1,7.662807410201704,1
4440064,1,4.070102714887151,0
1128916,1,7.984074823961301,0
18696,1,5.18408451841858,0
20992,1,5.857633367782435,0
118784,1,6.00410779929804,0
22528,1,4.179232412469621,1
13130768,1,7.999739964802473,0
5994272,1,6.5826819170975375,0
133120,1,6.306264620625184,0
2969936,1,5.890444122757982,0
478208,1,7.694395767342245,1
229376,1,6.3079848657143085,1
163840,1,5.555137830539482,0
49152,1,6.490976529829562,1
286720,1,6.157452591066059,0
78368,1,6.409334730382665,0
245048,0,6.824414369693429,0
496640,1,6.546136972971211,0
90112,1,7.564737127289163,1
92672,1,7.635715530879165,1
159744,1,7.849427477149435,1
221184,1,5.942622934551854,0
46080,1,5.931077965627699,0
23040,1,7.572592806584417,1
101376,1,7.267591465660836,0
259584,1,6.482995409431124,0
22016,1,5.294054977271244,0
129536,1,7.451507958115769,1
68096,1,7.802936771111594,1
92848,1,6.404706599694263,0
363008,1,7.546809178121773,1
69120,1,7.86107485248953,1
335872,1,5.631120946079744,0
324096,1,7.732162796477913,1
42280,1,3.779288821590592,0
374784,1,5.61307484024054,0
232816,1,7.016443877548015,0
176128,1,6.944828248550118,1
32256,1,6.761407649147749,1
356352,1,5.251750055738424,0
114688,1,6.19936721183162,0
137216,1,6.770417207953787,0
92672,1,7.660518115655024,1
161696,1,6.129350502640957,0
248832,1,7.507870551778244,1
73480,1,7.0317513829975455,1
404480,1,7.933534428082937,1
103424,1,5.23266972994446,1
114688,1,7.1121831650312375,1
93184,1,7.667249851763294,1
109056,1,5.752419808575606,1
372736,1,5.84205448709323,0
145408,1,6.9009726291426,1
31744,1,5.912466256975245,0
109568,1,5.48620769249139,1
146184,1,6.345261967300799,0
303104,1,7.921869941879123,1
147456,1,5.6875130898466,1
77824,1,4.87397878607076,0
156672,1,6.362426648462812,1
442368,1,7.603740381852505,1
122880,1,7.38070595770382,1
274016,1,7.588208672275996,1
121344,1,5.924645400616905,0
339968,1,7.332203972945556,1
218112,1,4.629544794638647,1
254512,1,6.105723941104386,0
333824,1,6.453258267222865,0
118272,1,5.231007327904179,1
348511,1,7.1729417879703545,1
217088,1,6.219862739578857,0
73728,1,6.063061776744254,1
135168,1,7.163860509991651,1
61524,1,5.797290055948907,0
120952,1,6.217332627395639,0
10752,1,5.140239447259707,0
82944,1,6.419115102714516,0
287744,1,6.593851511903189,0
11776,1,5.305225680621703,0
68608,1,7.84220890042989,1
123904,1,5.185007031082627,1
647680,1,7.844258367805078,1
479232,1,7.272376711129078,1
172576,1,6.433423577377218,0
196096,1,6.206717516433395,0
356352,1,5.888522934327799,0
165200,1,6.380507521551184,0
4794528,1,6.529444505666602,0
210432,1,6.9816673687045325,1
103424,1,5.678292069254865,1
111136,1,5.391387632583565,0
18432,1,5.735171451052912,0
138240,1,6.877043485157095,1
274432,1,7.79150847409441,1
622416,1,6.278673982548707,0
189440,1,7.610005923606254,1
196608,1,5.762353878436334,1
88576,1,6.838386765948952,1
188416,1,5.759775188410734,1
302592,1,6.666392650350297,0
143360,1,5.697727740039264,1
117248,1,5.268604514484915,1
116736,1,7.193004682019665,1
2439680,1,7.952448618759901,1
165888,1,4.150256236367783,1
269216,1,6.57359833815182,0
53248,1,5.066875319722815,0
86016,1,7.262367500609734,0
98304,1,7.735387545518814,1
39992,1,6.507893685939236,0
10752,1,5.124589702336219,0
10752,1,4.924023061890052,0
41856,1,5.987245018013793,0
60928,1,6.370865718867029,0
242176,1,6.694466238156885,0
322560,1,7.763087416161253,1
71168,1,6.32212000102132,0
240640,1,7.868874389765149,1
36864,1,4.302872322092278,0
14848,1,7.677173643643849,1
57344,1,5.888395978857429,1
181248,1,7.1488119313142935,1
8192,1,4.769481266768751,0
141828,1,7.51696741383999,1
10073120,1,7.959857252911484,0
139264,1,7.181097251117259,1
452096,1,6.353702149765828,1
3020664,1,7.998202413460389,0
226304,1,6.682594244631901,1
108544,1,5.575109952683232,1
90112,1,5.805067874565672,1
834840,1,5.6858462343055,0
3327000,1,7.984940040182268,0
19472,1,5.735845937052108,0
82944,1,4.031327853740812,1
35840,1,6.658549078333937,1
3466248,1,7.79636507757222,0
129536,1,7.451507027207919,1
77824,1,5.746425729719238,1
738672,1,6.412129420313367,0
12416,1,3.2798944579610625,1
194128,1,5.973492592330182,0
329192,1,6.975538629418608,1
42104,1,5.531542481099518,1
102400,1,5.924582184016672,1
2289712,1,6.3620445265861125,0
357048,1,6.388245940077328,0
103160,1,6.5005637483673055,0
580096,1,6.937845166275464,0
109056,1,5.752413088932518,1
118904,1,6.222009697377494,0
5120,1,4.450964778528248,0
118272,1,5.231052168955925,1
18734784,1,7.99734026294993,0
9728,1,4.769839055699828,0
1048064,1,6.34718829570957,0
208384,1,7.829280904105567,1
821760,1,5.441764544258569,1
99328,1,5.142380755124992,1
8192,1,0.9480429940243514,0
135680,1,7.840525293116416,1
456192,1,7.10626598602506,1
540672,1,5.309149236682401,0
165888,1,6.907804272199324,0
218112,1,7.177744769712438,1
78848,1,6.345647551236211,1
175616,1,6.548127934998621,1
3205744,1,7.99661211122167,0
214528,1,7.98093851749589,1
81920,1,6.402480748570117,1
137216,1,6.214149800947131,1
111616,1,7.691505124068412,1
437248,1,7.460075639629204,1
136192,1,6.033295851260645,0
81920,1,7.871208611269917,1
19968,1,4.7344870192059485,1
131072,1,6.492829754065903,1
96256,1,6.561161164472872,1
139776,1,6.824643904715399,0
45056,1,4.587845525367866,0
12416,1,3.280409916374764,1
126976,1,5.213710844351982,1
46592,1,7.794930604205789,1
1536,1,3.351796942439731,0
597064,1,6.485331232727807,0
144656,1,7.421224597181056,0
108544,1,5.575040222163063,1
1931264,1,6.350909550642003,1
20992,1,5.742387696509358,0
464896,1,7.5026009429069855,1
370176,1,7.270291774345766,1
2854912,1,6.697284106310383,0
1071856,1,6.455170214590339,0
123904,1,5.413116830426719,1
365568,1,7.92557218427893,1
146944,1,7.286827174165662,0
21048,1,5.742146488508339,0
327680,1,7.692030644791439,1
117760,1,5.227785414550426,1
3452928,1,3.196004187468682,0
147456,1,7.008637671763784,1
3035136,1,6.700776974249786,0
269824,1,6.521828347997273,0
267328,1,6.019491068683962,1
47104,1,5.82951829028398,1
169984,1,7.101480574634072,1
317440,1,6.491173195055718,1
5632,1,3.7345012734639687,0
181760,1,7.264340557376982,1
179712,1,7.468373701861442,1
124928,1,7.184010013809093,1
259312,1,6.974353358000823,0
30001,1,4.356990075324945,1
51712,1,7.509733985855276,1
45568,1,6.1269641475497485,0
137216,1,6.991238457030067,1
499712,1,6.403067634722543,0
177664,1,7.38078691498278,1
541683,1,6.5660811321674215,0
63320,1,5.100223628305505,0
154112,1,6.073654661425856,0
130560,1,7.345464314226928,1
117552,1,6.653954451549447,0
871136,1,6.545775385936662,0
113152,1,5.55611565357455,1
328208,1,6.2192508629303145,0
39424,1,6.2386123025964935,0
103424,1,6.324133922009131,0
483328,1,7.68468472435744,1
2549584,1,5.491753799348921,0
94208,1,7.640580322889271,1
3452416,1,3.194182448622418,0
650240,1,7.9876097354339475,1
92672,1,7.635068362989251,1
431616,1,6.882197839998162,0
188928,1,7.31123913711974,1
139264,1,6.286703065664312,0
17920,1,5.498317179053504,1
200704,1,5.768884335212742,1
261632,1,7.324497316036535,1
867840,1,6.74838606464054,0
93968,1,5.178583653282942,0
73728,1,6.064594666853555,0
5632,1,3.7035305394439337,0
465408,1,7.622165281075244,1
12416,1,3.277538144326545,1
81920,1,6.373060688608458,1
69632,1,4.944871050174334,0
93184,1,7.637513515560775,1
475484,1,7.71392417127927,1
403456,1,7.674148988229781,1
17920,1,5.413593133653466,1
122880,1,5.498473140720237,1
240640,1,7.976064202497855,1
610304,1,6.353191071646736,0
102400,1,5.949584716403363,1
673792,1,6.6170110860877935,1
365568,1,7.925426032816394,1
764800,1,6.09017117281133,0
2613248,1,5.931275343096278,0
184320,1,7.749171500878677,1
125952,1,5.658719590704912,0
80896,1,6.2549452535596375,1
364544,1,7.262179959981204,1
90112,1,7.946483173221637,1
94720,1,7.601252323581173,1
130560,1,7.345441587217854,1
109377360,1,7.999890814460727,0
26400448,1,7.9992297251358035,0
92672,1,7.6481709566060285,1
103424,1,5.646181370148727,1
16448,1,5.542730026607009,1
9604069,1,7.997723873216521,0
27136,1,3.5714745985917,0
146944,1,5.7772753763240985,0
108544,1,5.575041373966898,1
919696,1,5.681644452055124,0
274960,1,6.490115328384406,0
176128,1,7.5065808525245,1
23040,1,7.582973097534568,1
213520,1,6.08350636947868,0
65536,1,4.781086261485922,1
37944,1,6.386065632166199,0
2048,1,3.744637745040188,0
1514072,0,6.503414121802405,0
224768,1,6.434237261755492,0
1998168,1,6.7631254131269465,0
56120,1,5.4832878491889865,0
214864,1,6.37157262204086,0
765000,1,6.557227022024539,0
16870712,1,6.619372797454308,0
105472,1,5.627831332403046,1
132768,1,5.965821939704455,0
4844056,1,6.38824912736856,0
144416,1,6.7404750879679485,0
30208,1,6.577342362477362,1
56832,1,5.285582202129378,1
168424,1,6.468150730159109,0
488448,1,6.120829545486771,0
26624,1,5.830310120963229,1
120832,1,7.786920323076266,1
45056,1,4.191377775935171,1
21784,1,6.2132926975226574,0
143360,1,7.658826309518643,1
2229576,1,6.218766261660576,0
86528,1,5.590458061316846,0
22016,1,4.837041158759347,1
380928,1,7.792621010917951,1
348160,1,7.167749579142536,1
164864,1,6.471271973137613,0
30512,1,6.465814284478121,0
315392,1,7.414885124753876,1
53776,1,5.740065657781992,0
111104,1,5.766627708436685,1
94208,1,6.02644660083265,0
266816,1,4.63820953580912,1
3780424,1,7.003874574636043,0
81016,1,3.682325913188009,0
5853704,1,7.999041691943399,0
51016,1,6.179595630308284,0
12800,1,4.2544341886230335,0
39424,1,6.511810968740053,1
360448,1,7.754026568750974,1
94720,1,7.647138185435761,1
1281080,1,5.768024134484402,0
254464,1,6.930152596527642,0
23064,1,5.563007065914621,1
110592,1,5.586142304435017,0
193056,1,6.529140990861744,0
327680,1,5.28383084948076,0
109056,1,7.358376341896796,0
40960,1,6.09599461836142,0
129536,1,7.338818409739511,1
192000,1,5.722264273394494,0
80896,1,6.273655207189299,1
297984,1,7.845816295522014,1
406528,1,7.637116849814414,1
2787872,1,6.499095458890377,0
123904,1,5.185025388995779,1
125952,1,5.311180598898438,1
954368,1,6.380894613851479,0
18944,1,7.516044135103478,1
333824,1,7.600155940162862,1
9080,1,6.352030645674383,0
74752,0,6.321316635755429,0
140800,1,7.328301928697913,1
123904,1,5.413116247601728,1
126976,1,5.757966486696132,0
32256,1,5.884815412156501,0
49152,1,6.490714017414263,1
157184,1,7.443967299915309,1
29696,1,6.091356021743673,0
82944,0,6.344548610629866,0
123904,1,5.1850587879827,1
459264,1,7.863498233809636,1
332384,1,4.523038424913694,0
240360,1,4.9216501575604585,0
78848,1,6.339102891354144,1
221184,1,7.788102123660134,1
46592,1,5.882294367108464,1
48128,1,6.502442097558662,1
684032,1,5.799477747645086,0
125952,1,5.311081913774657,1
27136,1,5.378311067777762,1
114176,1,5.578460883129503,1
88064,1,6.825667000380722,1
8704,1,4.689328600314766,0
